Disease,DOIDId,Symptom,SymptomId,,,Total number of disease
Liver cancer,DOID:3571,weakness ,SYMP:0000177,,,
Liver cancer,DOID:3571,loss of appetite ,SYMP:0000309,,,
Liver cancer,DOID:3571,abdominal pain ,SYMP:0000457,,,
Liver cancer,DOID:3571,nausea ,SYMP:0000458,,,
Liver cancer,DOID:3571,abdominal swelling ,SYMP:0000478,,,
Liver cancer,DOID:3571,jaundice ,SYMP:0000539,,,
Liver cancer,DOID:3571,vomiting ,SYMP:0019145,,,
Liver cancer,DOID:3571,fatigue ,SYMP:0019177,,,
Liver cancer,DOID:3571,is_a,DOID:0080355,,,
Liver cancer,DOID:3571,is_a,DOID:170,,,
Liver cancer,DOID:3571,is_a,DOID:409,,,
Kidney cancer,DOID:263,pain ,SYMP:0000099,,,
Kidney cancer,DOID:263,weight loss ,SYMP:0000178,,,
Kidney cancer,DOID:263,tiredness ,SYMP:0000187,,,
Kidney cancer,DOID:263,loss of appetite ,SYMP:0000309,,,
Kidney cancer,DOID:263,fever ,SYMP:0000613,,,
Kidney cancer,DOID:263,is_a,DOID:3996,,,
Kidney cancer,DOID:263,is_a,DOID:557,,,
Stomach cancer,DOID:10534,pain ,SYMP:0000099,,,
Stomach cancer,DOID:10534,nausea ,SYMP:0000458,,,
Stomach cancer,DOID:10534,vomiting ,SYMP:0019145,,,
Stomach cancer,DOID:10534,is_a,DOID:3119,,,
Stomach cancer,DOID:10534,is_a,DOID:76,,,
Gallbladder cancer,DOID:3121,pain ,SYMP:0000099,,,
Gallbladder cancer,DOID:3121,bloating ,SYMP:0000420,,,
Gallbladder cancer,DOID:3121,abdominal pain ,SYMP:0000457,,,
Gallbladder cancer,DOID:3121,jaundice ,SYMP:0000539,,,
Gallbladder cancer,DOID:3121,is_a,DOID:0060262,,,
Gallbladder cancer,DOID:3121,is_a,DOID:4607,,,
Leukemia,DOID:1240,bleeding ,SYMP:0000007,,,
Leukemia,DOID:1240,pain ,SYMP:0000099,,,
Leukemia,DOID:1240,weakness ,SYMP:0000177,,,
Leukemia,DOID:1240,fever ,SYMP:0000613,,,
Leukemia,DOID:1240,petechiae ,SYMP:0000760,,,
Leukemia,DOID:1240,chills ,SYMP:0019174,,,
Leukemia,DOID:1240,fatigue ,SYMP:0019177,,,
Leukemia,DOID:1240,bone pain ,SYMP:0020023,,,
Leukemia,DOID:1240,is_a,DOID:2531,,,
Colon cancer,DOID:219,bleeding ,SYMP:0000007,,,
Colon cancer,DOID:219,pain ,SYMP:0000099,,,
Colon cancer,DOID:219,weakness ,SYMP:0000177,,,
Colon cancer,DOID:219,tiredness ,SYMP:0000187,,,
Colon cancer,DOID:219,diarrhea ,SYMP:0000570,,,
Colon cancer,DOID:219,cramp ,SYMP:0000689,,,
Colon cancer,DOID:219,constipation ,SYMP:0019180,,,
Colon cancer,DOID:219,is_a,DOID:5353,,,
Colon cancer,DOID:219,is_a,DOID:9256,,,
Esophageal cancer,DOID:5041,pain ,SYMP:0000099,,,
Esophageal cancer,DOID:5041,weight loss ,SYMP:0000178,,,
Esophageal cancer,DOID:5041,dysphagia ,SYMP:0000493,,,
Esophageal cancer,DOID:5041,chest pain ,SYMP:0000576,,,
Esophageal cancer,DOID:5041,cough ,SYMP:0000614,,,
Esophageal cancer,DOID:5041,hoarseness ,SYMP:0019181,,,
Esophageal cancer,DOID:5041,is_a,DOID:3119,,,
Esophageal cancer,DOID:5041,is_a,DOID:6050,,,
Endometrial cancer,DOID:1380,bleeding ,SYMP:0000007,,,
Endometrial cancer,DOID:1380,pain ,SYMP:0000099,,,
Endometrial cancer,DOID:1380,is_a,DOID:289,,,
Endometrial cancer,DOID:1380,is_a,DOID:363,,,
Breast cancer,DOID:1612,is_a,DOID:3463,,,
Breast cancer,DOID:1612,is_a,DOID:5093,,,
Bone cancer,DOID:184,pain ,SYMP:0000099,,,
Bone cancer,DOID:184,weight loss ,SYMP:0000178,,,
Bone cancer,DOID:184,fatigue ,SYMP:0019177,,,
Bone cancer,DOID:184,bone pain ,SYMP:0020023,,,
Bone cancer,DOID:184,is_a,DOID:0080001,,,
Bone cancer,DOID:184,is_a,DOID:201,,,
Basal cell carcinoma,DOID:2513,is_a,DOID:3451,,,
Calciphylaxis,DOID:4734,bleeding ,SYMP:0000007,,,
Calciphylaxis,DOID:4734,pain ,SYMP:0000099,,,
Calciphylaxis,DOID:4734,is_a,DOID:182,,,
Chronic lymphocytic leukemia,DOID:1040,pain ,SYMP:0000099,,,
Chronic lymphocytic leukemia,DOID:1040,weight loss ,SYMP:0000178,,,
Chronic lymphocytic leukemia,DOID:1040,night sweats ,SYMP:0000337,,,
Chronic lymphocytic leukemia,DOID:1040,fever ,SYMP:0000613,,,
Chronic lymphocytic leukemia,DOID:1040,fatigue ,SYMP:0019177,,,
Chronic lymphocytic leukemia,DOID:1040,is_a,DOID:0060058,,,
Chronic lymphocytic leukemia,DOID:1040,is_a,DOID:1037,,,
Cancer,DOID:162,bleeding ,SYMP:0000007,,,
Cancer,DOID:162,joint pain ,SYMP:0000064,,,
Cancer,DOID:162,pain ,SYMP:0000099,,,
Cancer,DOID:162,night sweats ,SYMP:0000337,,,
Cancer,DOID:162,fever ,SYMP:0000613,,,
Cancer,DOID:162,cough ,SYMP:0000614,,,
Cancer,DOID:162,fatigue ,SYMP:0019177,,,
Cancer,DOID:162,hoarseness ,SYMP:0019181,,,
Cancer,DOID:162,is_a,DOID:14566,,,
Ischemic colitis,DOID:0060181,pain ,SYMP:0000099,,,
Ischemic colitis,DOID:0060181,atrial fibrillation ,SYMP:0000226,,,
Ischemic colitis,DOID:0060181,nausea ,SYMP:0000458,,,
Ischemic colitis,DOID:0060181,diarrhea ,SYMP:0000570,,,
Ischemic colitis,DOID:0060181,cramp ,SYMP:0000689,,,
Ischemic colitis,DOID:0060181,blood pressure ,SYMP:0020063,,,
Ischemic colitis,DOID:0060181,high blood pressure ,SYMP:0020064,,,
Ischemic colitis,DOID:0060181,is_a,DOID:0060180,,,
Cervical cancer,DOID:4362,bleeding ,SYMP:0000007,,,
Cervical cancer,DOID:4362,pain ,SYMP:0000099,,,
Cervical cancer,DOID:4362,vaginal discharge ,SYMP:0000398,,,
Cervical cancer,DOID:4362,discharge ,SYMP:0000651,,,
Cervical cancer,DOID:4362,is_a,DOID:2253,,,
Cervical cancer,DOID:4362,is_a,DOID:363,,,
Iritis,DOID:1406,is_a,DOID:240,,,
Hemochromatosis,DOID:2352,joint pain ,SYMP:0000064,,,
Hemochromatosis,DOID:2352,pain ,SYMP:0000099,,,
Hemochromatosis,DOID:2352,weakness ,SYMP:0000177,,,
Hemochromatosis,DOID:2352,heart failure ,SYMP:0000292,,,
Hemochromatosis,DOID:2352,abdominal pain ,SYMP:0000457,,,
Hemochromatosis,DOID:2352,fatigue ,SYMP:0019177,,,
Hemochromatosis,DOID:2352,is_a,DOID:896,,,
Invasive lobular carcinoma,DOID:3457,is_a,DOID:0050938,,,
Intussusception,DOID:8446,pain ,SYMP:0000099,,,
Intussusception,DOID:8446,weakness ,SYMP:0000177,,,
Intussusception,DOID:8446,nausea ,SYMP:0000458,,,
Intussusception,DOID:8446,diarrhea ,SYMP:0000570,,,
Intussusception,DOID:8446,vomiting ,SYMP:0019145,,,
Intussusception,DOID:8446,is_a,DOID:8437,,,
Priapism,DOID:9286,pain ,SYMP:0000099,,,
Priapism,DOID:9286,is_a,DOID:1529,,,
Priapism,DOID:9286,is_a,DOID:341,,,
Intestinal obstruction,DOID:8437,pain ,SYMP:0000099,,,
Intestinal obstruction,DOID:8437,loss of appetite ,SYMP:0000309,,,
Intestinal obstruction,DOID:8437,abdominal pain ,SYMP:0000457,,,
Intestinal obstruction,DOID:8437,cramp ,SYMP:0000689,,,
Intestinal obstruction,DOID:8437,vomiting ,SYMP:0019145,,,
Intestinal obstruction,DOID:8437,constipation ,SYMP:0019180,,,
Intestinal obstruction,DOID:8437,is_a,DOID:5295,,,
Intermittent explosive disorder,DOID:12401,tremor ,SYMP:0000162,,,
Intermittent explosive disorder,DOID:12401,tiredness ,SYMP:0000187,,,
Intermittent explosive disorder,DOID:12401,palpitation ,SYMP:0000530,,,
Intermittent explosive disorder,DOID:12401,irritability ,SYMP:0000654,,,
Intermittent explosive disorder,DOID:12401,chest tightness ,SYMP:0020032,,,
Intermittent explosive disorder,DOID:12401,is_a,DOID:10937,,,
Interstitial cystitis,DOID:13949,pain ,SYMP:0000099,,,
Interstitial cystitis,DOID:13949,is_a,DOID:1679,,,
Interstitial lung disease,DOID:3082,dry cough ,SYMP:0000025,,,
Interstitial lung disease,DOID:3082,cough ,SYMP:0000614,,,
Interstitial lung disease,DOID:3082,is_a,DOID:65,,,
Interstitial lung disease,DOID:3082,is_a,DOID:850,,,
Pericarditis,DOID:1787,low-grade fever ,SYMP:0000879,,,
Pericarditis,DOID:1787,pain ,SYMP:0000099,,,
Pericarditis,DOID:1787,chest pain ,SYMP:0000576,,,
Pericarditis,DOID:1787,fever ,SYMP:0000613,,,
Pericarditis,DOID:1787,palpitation ,SYMP:0000530,,,
Pericarditis,DOID:1787,fatigue ,SYMP:0019177,,,
Pericarditis,DOID:1787,leg swelling ,SYMP:0000717,,,
Pericarditis,DOID:1787,cough ,SYMP:0000614,,,
Pericarditis,DOID:1787,weakness ,SYMP:0000177,,,
Pericarditis,DOID:1787,is_a,DOID:0050829,,,
Cholecystitis,DOID:1949,pain ,SYMP:0000099,,,
Cholecystitis,DOID:1949,nausea ,SYMP:0000458,,,
Cholecystitis,DOID:1949,fever ,SYMP:0000613,,,
Cholecystitis,DOID:1949,vomiting ,SYMP:0019145,,,
Cholecystitis,DOID:1949,is_a,DOID:9446,,,
Inguinal hernia,DOID:0060320,pain ,SYMP:0000099,,,
Inguinal hernia,DOID:0060320,weakness ,SYMP:0000177,,,
Inguinal hernia,DOID:0060320,nausea ,SYMP:0000458,,,
Inguinal hernia,DOID:0060320,fever ,SYMP:0000613,,,
Inguinal hernia,DOID:0060320,cough ,SYMP:0000614,,,
Inguinal hernia,DOID:0060320,vomiting ,SYMP:0019145,,,
Inguinal hernia,DOID:0060320,is_a,DOID:5295,,,
Infertility,DOID:5223,ear symptom ,SYMP:0000392,,,
Infertility,DOID:5223,infertility ,SYMP:0000712,,,
Infertility,DOID:5223,is_a,DOID:15,,,
Pancreatitis,DOID:4989,pain ,SYMP:0000099,,,
Pancreatitis,DOID:4989,fever ,SYMP:0000613,,,
Pancreatitis,DOID:4989,vomiting ,SYMP:0019145,,,
Pancreatitis,DOID:4989,is_a,DOID:26,,,
Male infertility,DOID:12336,pain ,SYMP:0000099,,,
Male infertility,DOID:12336,coma ,SYMP:0000605,,,
Male infertility,DOID:12336,infertility ,SYMP:0000712,,,
Male infertility,DOID:12336,is_a,DOID:48,,,
Hemangioma,DOID:255,is_a,DOID:0060084,,,
Hemangioma,DOID:255,is_a,DOID:0060091,,,
Hemangioma,DOID:255,is_a,DOID:178,,,
Impetigo,DOID:8504,blister ,SYMP:0000009,,,
Impetigo,DOID:8504,pain ,SYMP:0000099,,,
Impetigo,DOID:8504,itching ,SYMP:0000432,,,
Impetigo,DOID:8504,is_a,DOID:4223,,,
Irritable bowel syndrome,DOID:9778,pain ,SYMP:0000099,,,
Irritable bowel syndrome,DOID:9778,bloating ,SYMP:0000420,,,
Irritable bowel syndrome,DOID:9778,abdominal pain ,SYMP:0000457,,,
Irritable bowel syndrome,DOID:9778,diarrhea ,SYMP:0000570,,,
Irritable bowel syndrome,DOID:9778,cramp ,SYMP:0000689,,,
Irritable bowel syndrome,DOID:9778,is_a,DOID:5295,,,
Autism spectrum disorder,DOID:0060041,pain ,SYMP:0000099,,,
Autism spectrum disorder,DOID:0060041,is_a,DOID:0060040,,,
Astigmatism,DOID:11782,headache ,SYMP:0000504,,,
Astigmatism,DOID:11782,blurred vision ,SYMP:0000012,,,
Astigmatism,DOID:11782,is_a,DOID:9835,,,
Occupational asthma,DOID:0080820,congestion ,SYMP:0000237,,,
Occupational asthma,DOID:0080820,wheezing ,SYMP:0000604,,,
Occupational asthma,DOID:0080820,cough ,SYMP:0000614,,,
Occupational asthma,DOID:0080820,nasal congestion ,SYMP:0000869,,,
Occupational asthma,DOID:0080820,chest tightness ,SYMP:0020032,,,
Occupational asthma,DOID:0080820,is_a,DOID:0080819,,,
Asthma,DOID:2841,wheezing ,SYMP:0000604,,,
Asthma,DOID:2841,pain ,SYMP:0000099,,,
Asthma,DOID:2841,chest tightness ,SYMP:0020032,,,
Asthma,DOID:2841,cough ,SYMP:0000614,,,
Asthma,DOID:2841,is_a,DOID:1176,,,
Aspergillosis,DOID:13564,joint pain ,SYMP:0000064,,,
Aspergillosis,DOID:13564,skin lesion ,SYMP:0000092,,,
Aspergillosis,DOID:13564,pain ,SYMP:0000099,,,
Aspergillosis,DOID:13564,weight loss ,SYMP:0000178,,,
Aspergillosis,DOID:13564,headache ,SYMP:0000504,,,
Aspergillosis,DOID:13564,hemoptysis ,SYMP:0000517,,,
Aspergillosis,DOID:13564,wheezing ,SYMP:0000604,,,
Aspergillosis,DOID:13564,fever ,SYMP:0000613,,,
Aspergillosis,DOID:13564,cough ,SYMP:0000614,,,
Aspergillosis,DOID:13564,allergic reaction ,SYMP:0000900,,,
Aspergillosis,DOID:13564,eye symptom ,SYMP:0019163,,,
Aspergillosis,DOID:13564,chills ,SYMP:0019174,,,
Aspergillosis,DOID:13564,fatigue ,SYMP:0019177,,,
Aspergillosis,DOID:13564,is_a,DOID:2473,,,
Asbestosis,DOID:10320,dry cough ,SYMP:0000025,,,
Asbestosis,DOID:10320,pain ,SYMP:0000099,,,
Asbestosis,DOID:10320,clubbing of fingers ,SYMP:0000550,,,
Asbestosis,DOID:10320,cough ,SYMP:0000614,,,
Asbestosis,DOID:10320,chest tightness ,SYMP:0020032,,,
Asbestosis,DOID:10320,is_a,DOID:10316,,,
Rheumatoid arthritis,DOID:7148,pain ,SYMP:0000099,,,
Rheumatoid arthritis,DOID:7148,loss of appetite ,SYMP:0000309,,,
Rheumatoid arthritis,DOID:7148,fever ,SYMP:0000613,,,
Rheumatoid arthritis,DOID:7148,arthritis ,SYMP:0019169,,,
Rheumatoid arthritis,DOID:7148,fatigue ,SYMP:0019177,,,
Rheumatoid arthritis,DOID:7148,is_a,DOID:0060032,,,
Rheumatoid arthritis,DOID:7148,is_a,DOID:848,,,
Reactive arthritis,DOID:6196,inflammation ,SYMP:0000061,,,
Reactive arthritis,DOID:6196,joint pain ,SYMP:0000064,,,
Reactive arthritis,DOID:6196,pain ,SYMP:0000099,,,
Reactive arthritis,DOID:6196,conjunctivitis ,SYMP:0000128,,,
Reactive arthritis,DOID:6196,mouth sore ,SYMP:0000330,,,
Reactive arthritis,DOID:6196,rash ,SYMP:0000487,,,
Reactive arthritis,DOID:6196,arthritis ,SYMP:0019169,,,
Reactive arthritis,DOID:6196,is_a,DOID:0060032,,,
Reactive arthritis,DOID:6196,is_a,DOID:848,,,
Ascariasis,DOID:456,pain ,SYMP:0000099,,,
Ascariasis,DOID:456,weight loss ,SYMP:0000178,,,
Ascariasis,DOID:456,bloody stool ,SYMP:0000229,,,
Ascariasis,DOID:456,abdominal pain ,SYMP:0000457,,,
Ascariasis,DOID:456,nausea ,SYMP:0000458,,,
Ascariasis,DOID:456,diarrhea ,SYMP:0000570,,,
Ascariasis,DOID:456,wheezing ,SYMP:0000604,,,
Ascariasis,DOID:456,cough ,SYMP:0000614,,,
Ascariasis,DOID:456,vomiting ,SYMP:0019145,,,
Ascariasis,DOID:456,fatigue ,SYMP:0019177,,,
Ascariasis,DOID:456,is_a,DOID:883,,,
Psoriatic arthritis,DOID:9008,inflammation ,SYMP:0000061,,,
Psoriatic arthritis,DOID:9008,pain ,SYMP:0000099,,,
Psoriatic arthritis,DOID:9008,arthritis ,SYMP:0019169,,,
Psoriatic arthritis,DOID:9008,spondylitis ,SYMP:0019171,,,
Psoriatic arthritis,DOID:9008,is_a,DOID:0060039,,,
Psoriatic arthritis,DOID:9008,is_a,DOID:848,,,
Gout,DOID:13189,inflammation ,SYMP:0000061,,,
Gout,DOID:13189,joint pain ,SYMP:0000064,,,
Gout,DOID:13189,pain ,SYMP:0000099,,,
Gout,DOID:13189,is_a,DOID:848,,,
Septic arthritis,DOID:813,pain ,SYMP:0000099,,,
Septic arthritis,DOID:813,fever ,SYMP:0000613,,,
Septic arthritis,DOID:813,arthritis ,SYMP:0019169,,,
Septic arthritis,DOID:813,is_a,DOID:848,,,
Osteoarthritis,DOID:8398,inflammation ,SYMP:0000061,,,
Osteoarthritis,DOID:8398,pain ,SYMP:0000099,,,
Osteoarthritis,DOID:8398,arthritis ,SYMP:0019169,,,
Osteoarthritis,DOID:8398,is_a,DOID:848,,,
Arthritis,DOID:848,pain ,SYMP:0000099,,,
Arthritis,DOID:848,arthritis ,SYMP:0019169,,,
Arthritis,DOID:848,is_a,DOID:3342,,,
Takayasu's arteritis,DOID:2508,inflammation ,SYMP:0000061,,,
Takayasu's arteritis,DOID:2508,pain ,SYMP:0000099,,,
Takayasu's arteritis,DOID:2508,weakness ,SYMP:0000177,,,
Takayasu's arteritis,DOID:2508,weight loss ,SYMP:0000178,,,
Takayasu's arteritis,DOID:2508,anemia ,SYMP:0000208,,,
Takayasu's arteritis,DOID:2508,night sweats ,SYMP:0000337,,,
Takayasu's arteritis,DOID:2508,headache ,SYMP:0000504,,,
Takayasu's arteritis,DOID:2508,diarrhea ,SYMP:0000570,,,
Takayasu's arteritis,DOID:2508,chest pain ,SYMP:0000576,,,
Takayasu's arteritis,DOID:2508,dizziness ,SYMP:0000610,,,
Takayasu's arteritis,DOID:2508,fever ,SYMP:0000613,,,
Takayasu's arteritis,DOID:2508,mild fever ,SYMP:0000881,,,
Takayasu's arteritis,DOID:2508,fatigue ,SYMP:0019177,,,
Takayasu's arteritis,DOID:2508,lightheadedness ,SYMP:0019179,,,
Takayasu's arteritis,DOID:2508,blood pressure ,SYMP:0020063,,,
Takayasu's arteritis,DOID:2508,high blood pressure ,SYMP:0020064,,,
Takayasu's arteritis,DOID:2508,is_a,DOID:0050828,,,
Takayasu's arteritis,DOID:2508,is_a,DOID:865,,,
Appendicitis,DOID:8337,nausea ,SYMP:0000458,,,
Appendicitis,DOID:8337,bloating ,SYMP:0000420,,,
Appendicitis,DOID:8337,low-grade fever ,SYMP:0000879,,,
Appendicitis,DOID:8337,pain ,SYMP:0000099,,,
Appendicitis,DOID:8337,fever ,SYMP:0000613,,,
Appendicitis,DOID:8337,diarrhea ,SYMP:0000570,,,
Appendicitis,DOID:8337,cough ,SYMP:0000614,,,
Appendicitis,DOID:8337,vomiting ,SYMP:0019145,,,
Appendicitis,DOID:8337,loss of appetite ,SYMP:0000309,,,
Appendicitis,DOID:8337,constipation ,SYMP:0019180,,,
Appendicitis,DOID:8337,is_a,DOID:1518,,,
Aortic valve stenosis,DOID:1712,pain ,SYMP:0000099,,,
Aortic valve stenosis,DOID:1712,heart failure ,SYMP:0000292,,,
Aortic valve stenosis,DOID:1712,palpitation ,SYMP:0000530,,,
Aortic valve stenosis,DOID:1712,chest pain ,SYMP:0000576,,,
Aortic valve stenosis,DOID:1712,fatigue ,SYMP:0019177,,,
Aortic valve stenosis,DOID:1712,is_a,DOID:62,,,
Aphasia,DOID:0060046,weakness ,SYMP:0000177,,,
Aphasia,DOID:0060046,aphasia ,SYMP:0000508,,,
Aphasia,DOID:0060046,is_a,DOID:93,,,
Arteriovenous malformation,DOID:11294,bleeding ,SYMP:0000007,,,
Arteriovenous malformation,DOID:11294,confusion ,SYMP:0000016,,,
Arteriovenous malformation,DOID:11294,paralysis ,SYMP:0000030,,,
Arteriovenous malformation,DOID:11294,pain ,SYMP:0000099,,,
Arteriovenous malformation,DOID:11294,seizure ,SYMP:0000124,,,
Arteriovenous malformation,DOID:11294,weakness ,SYMP:0000177,,,
Arteriovenous malformation,DOID:11294,heart failure ,SYMP:0000292,,,
Arteriovenous malformation,DOID:11294,nausea ,SYMP:0000458,,,
Arteriovenous malformation,DOID:11294,failure to thrive ,SYMP:0000465,,,
Arteriovenous malformation,DOID:11294,headache ,SYMP:0000504,,,
Arteriovenous malformation,DOID:11294,memory loss ,SYMP:0000543,,,
Arteriovenous malformation,DOID:11294,hallucination ,SYMP:0000607,,,
Arteriovenous malformation,DOID:11294,dizziness ,SYMP:0000610,,,
Arteriovenous malformation,DOID:11294,loss of consciousness ,SYMP:0000718,,,
Arteriovenous malformation,DOID:11294,vomiting ,SYMP:0019145,,,
Arteriovenous malformation,DOID:11294,is_a,DOID:255,,,
Aortic valve disease,DOID:62,pain ,SYMP:0000099,,,
Aortic valve disease,DOID:62,chest pain ,SYMP:0000576,,,
Aortic valve disease,DOID:62,dizziness ,SYMP:0000610,,,
Aortic valve disease,DOID:62,fatigue ,SYMP:0019177,,,
Aortic valve disease,DOID:62,is_a,DOID:4079,,,
Aortic valve disease,DOID:62,is_a,DOID:520,,,
Aortic dissection,DOID:0080685,paralysis ,SYMP:0000030,,,
Aortic dissection,DOID:0080685,pain ,SYMP:0000099,,,
Aortic dissection,DOID:0080685,weakness ,SYMP:0000177,,,
Aortic dissection,DOID:0080685,loss of consciousness ,SYMP:0000718,,,
Aortic dissection,DOID:0080685,is_a,DOID:520,,,
Generalized anxiety disorder,DOID:14320,muscle ache ,SYMP:0000331,,,
Generalized anxiety disorder,DOID:14320,anxiety ,SYMP:0000412,,,
Generalized anxiety disorder,DOID:14320,nausea ,SYMP:0000458,,,
Generalized anxiety disorder,DOID:14320,diarrhea ,SYMP:0000570,,,
Generalized anxiety disorder,DOID:14320,irritability ,SYMP:0000654,,,
Generalized anxiety disorder,DOID:14320,fatigue ,SYMP:0019177,,,
Generalized anxiety disorder,DOID:14320,is_a,DOID:2030,,,
Antiphospholipid syndrome,DOID:2988,bleeding ,SYMP:0000007,,,
Antiphospholipid syndrome,DOID:2988,pain ,SYMP:0000099,,,
Antiphospholipid syndrome,DOID:2988,thrombocytopenia ,SYMP:0000114,,,
Antiphospholipid syndrome,DOID:2988,seizure ,SYMP:0000124,,,
Antiphospholipid syndrome,DOID:2988,miscarriage ,SYMP:0000198,,,
Antiphospholipid syndrome,DOID:2988,rash ,SYMP:0000487,,,
Antiphospholipid syndrome,DOID:2988,headache ,SYMP:0000504,,,
Antiphospholipid syndrome,DOID:2988,cytopenia ,SYMP:0000691,,,
Antiphospholipid syndrome,DOID:2988,stillbirth ,SYMP:0000849,,,
Antiphospholipid syndrome,DOID:2988,blood pressure ,SYMP:0020063,,,
Antiphospholipid syndrome,DOID:2988,high blood pressure ,SYMP:0020064,,,
Antiphospholipid syndrome,DOID:2988,is_a,DOID:0060051,,,
Antisocial personality disorder,DOID:10939,is_a,DOID:1510,,,
Anorexia nervosa,DOID:8689,dehydration ,SYMP:0000020,,,
Anorexia nervosa,DOID:8689,pain ,SYMP:0000099,,,
Anorexia nervosa,DOID:8689,weight loss ,SYMP:0000178,,,
Anorexia nervosa,DOID:8689,weight gain ,SYMP:0000403,,,
Anorexia nervosa,DOID:8689,abdominal pain ,SYMP:0000457,,,
Anorexia nervosa,DOID:8689,anorexia ,SYMP:0000523,,,
Anorexia nervosa,DOID:8689,insomnia ,SYMP:0000571,,,
Anorexia nervosa,DOID:8689,dizziness ,SYMP:0000610,,,
Anorexia nervosa,DOID:8689,irritability ,SYMP:0000654,,,
Anorexia nervosa,DOID:8689,low blood pressure ,SYMP:0000692,,,
Anorexia nervosa,DOID:8689,vomiting ,SYMP:0019145,,,
Anorexia nervosa,DOID:8689,fatigue ,SYMP:0019177,,,
Anorexia nervosa,DOID:8689,constipation ,SYMP:0019180,,,
Anorexia nervosa,DOID:8689,behavioral symptom ,SYMP:0019182,,,
Anorexia nervosa,DOID:8689,blood pressure ,SYMP:0020063,,,
Anorexia nervosa,DOID:8689,is_a,DOID:8670,,,
Ankylosing spondylitis,DOID:7147,pain ,SYMP:0000099,,,
Ankylosing spondylitis,DOID:7147,spondylitis ,SYMP:0019171,,,
Ankylosing spondylitis,DOID:7147,neck pain ,SYMP:0000829,,,
Ankylosing spondylitis,DOID:7147,fatigue ,SYMP:0019177,,,
Ankylosing spondylitis,DOID:7147,is_a,DOID:0060032,,,
Ankylosing spondylitis,DOID:7147,is_a,DOID:0060564,,,
Ankylosing spondylitis,DOID:7147,is_a,DOID:3342,,,
Angiosarcoma,DOID:0001816,pain ,SYMP:0000099,,,
Angiosarcoma,DOID:0001816,bruise ,SYMP:0000406,,,
Angiosarcoma,DOID:0001816,coma ,SYMP:0000605,,,
Angiosarcoma,DOID:0001816,is_a,DOID:175,,,
Castleman disease,DOID:0111157,weight loss ,SYMP:0000178,,,
Castleman disease,DOID:0111157,night sweats ,SYMP:0000337,,,
Castleman disease,DOID:0111157,fever ,SYMP:0000613,,,
Castleman disease,DOID:0111157,fatigue ,SYMP:0019177,,,
Castleman disease,DOID:0111157,is_a,DOID:0060704,,,
Vasculitis,DOID:865,bleeding ,SYMP:0000007,,,
Vasculitis,DOID:865,blindness ,SYMP:0000008,,,
Vasculitis,DOID:865,pain ,SYMP:0000099,,,
Vasculitis,DOID:865,vasculitis ,SYMP:0000153,,,
Vasculitis,DOID:865,weakness ,SYMP:0000177,,,
Vasculitis,DOID:865,weight loss ,SYMP:0000178,,,
Vasculitis,DOID:865,double vision ,SYMP:0000258,,,
Vasculitis,DOID:865,headache ,SYMP:0000504,,,
Vasculitis,DOID:865,dizziness ,SYMP:0000610,,,
Vasculitis,DOID:865,fever ,SYMP:0000613,,,
Vasculitis,DOID:865,cough ,SYMP:0000614,,,
Vasculitis,DOID:865,fatigue ,SYMP:0019177,,,
Vasculitis,DOID:865,is_a,DOID:178,,,
Angelman syndrome,DOID:1932,seizure ,SYMP:0000124,,,
Angelman syndrome,DOID:1932,is_a,DOID:225,,,
Thoracic aortic aneurysm,DOID:14004,pain ,SYMP:0000099,,,
Thoracic aortic aneurysm,DOID:14004,cough ,SYMP:0000614,,,
Thoracic aortic aneurysm,DOID:14004,low blood pressure ,SYMP:0000692,,,
Thoracic aortic aneurysm,DOID:14004,loss of consciousness ,SYMP:0000718,,,
Thoracic aortic aneurysm,DOID:14004,blood pressure ,SYMP:0020063,,,
Thoracic aortic aneurysm,DOID:14004,is_a,DOID:3627,,,
Iron deficiency anemia,DOID:11758,inflammation ,SYMP:0000061,,,
Iron deficiency anemia,DOID:11758,pain ,SYMP:0000099,,,
Iron deficiency anemia,DOID:11758,weakness ,SYMP:0000177,,,
Iron deficiency anemia,DOID:11758,anemia ,SYMP:0000208,,,
Iron deficiency anemia,DOID:11758,extreme fatigue ,SYMP:0000280,,,
Iron deficiency anemia,DOID:11758,headache ,SYMP:0000504,,,
Iron deficiency anemia,DOID:11758,chest pain ,SYMP:0000576,,,
Iron deficiency anemia,DOID:11758,dizziness ,SYMP:0000610,,,
Iron deficiency anemia,DOID:11758,fatigue ,SYMP:0019177,,,
Iron deficiency anemia,DOID:11758,lightheadedness ,SYMP:0019179,,,
Iron deficiency anemia,DOID:11758,is_a,DOID:5113,,,
Sickle cell anemia,DOID:10923,pain ,SYMP:0000099,,,
Sickle cell anemia,DOID:10923,anemia ,SYMP:0000208,,,
Sickle cell anemia,DOID:10923,chronic pain ,SYMP:0000837,,,
Sickle cell anemia,DOID:10923,fatigue ,SYMP:0019177,,,
Sickle cell anemia,DOID:10923,is_a,DOID:0050737,,,
Sickle cell anemia,DOID:10923,is_a,DOID:620,,,
Thalassemia,DOID:10241,weakness ,SYMP:0000177,,,
